f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18026551005135,0,0.091486444480435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974329905450608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990747783588913,0,0,0,0,0,0,0,0,legit
0,0.2852038331935,0,0,0,0,0,0,0.165529789981682,0,0,0,0,0,0,0,0,0,0,0.198797678692981,0,0,0,0,0,0,0,0,0,0.450378975606091,0,0,0,0,0,0,0,0.235881534953438,0,0,0,0,0,0,0,0.480287463710882,0,0,0,0,0,0,0,0,0,0,0.249139041141026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315593892524907,0,0,0,0.315593892524907,0,0,0,0,0,0,0,0,0,0,0,0.318294683100595,0,0,legit
0,0.100800816028668,0.262654674925498,0,0,0,0,0.0576766346800169,0.409527333635832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778167738487204,0,0,0.0786941848703775,0,0.397948440549607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16975006166046,0,0,0,0,0.0869684658702638,0,0,0,0,0.0880542816357474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914847774393498,0,0,0.370765016571036,0,0,0,0,0,0,0,0.0945662374718775,0,0.0952096621055357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992842452083034,0,0,0,0.100002118881587,0,0,0,0,0,0,0,0,0.20294895152099,0,0,0,0,0,0.30899551412356,0,0,0,0,0,0,0,0,0,0,0,0,0.104577964892358,0,0,0,0.104577964892358,0,0.104577964892358,0,0,0.105389771115424,0,0,0,0,0,0,0.107060375863096,0,0,0,0,0,0,0.107920411262033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219386651046469,0,0,0.11060768284096,0,0,0,0,0.11060768284096,0,0,0,0,0,0.223083410513567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112496257272805,0,0.112496257272805,legit
0,0.43346354208853,0.451786920879445,0,0,0,0.0267892436604565,0.24802099178479,0.251578417734484,0,0,0,0,0,0,0,0.0320582442630389,0,0,0.402853612918884,0,0,0,0,0.0371808436515208,0,0,0,0.0378129033954138,0.266195592861354,0,0.114083825512009,0,0,0,0,0,0.0796670340096545,0,0,0,0,0,0,0,0.0811065556984324,0,0,0,0,0.0415535208182892,0,0,0,0,0,0,0,0,0.127010013803979,0,0,0,0,0,0,0,0,0,0.08742282770754,0,0,0.177151473015067,0.089164427908302,0,0,0,0,0,0,0,0,0.0454911632258353,0,0,0,0,0,0,0,0,0,0,0,0,0.0467685525375352,0,0.0471005760039602,0,0.0474379984619458,0,0,0,0.047780998402547,0.0962595266343887,0,0,0,0,0,0,0,0.0484844903131774,0,0,0,0,0,0.0984253422617595,0,0,0,0,0,0,0,0,0,0,0,0,0.0499673369859311,0,0,0,0.0499673369859311,0,0,0,0,0,0,0,0.0503552178856691,0,0,0,0.102306865200485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103967168513562,0,0,0,0,0,0,0,0,0.0524114555792757,0,0,0,0.052848335377686,0,0,0.052848335377686,0,0,0,0.10658922231443,0,0.266473055786075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537506959768444,legit
0.0628953783455395,0,0,0,0,0,0,0,0.0785353615024368,0.0785353615024368,0,0,0,0.169688582469386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320522447949422,0,0.106840815983141,0,0,0,0,0,0,0,0,0,0,0,0,0.113935834727383,0,0.114625792110853,0,0,0,0,0,0,0,0.591018228880318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380835792269854,0,0.127808994235354,0,0,0,0,0,0.12957581788428,0,0,0,0,0,0,0,0,0,0,0.134242365249574,0,0.402727095748722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138264699226263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146049675353976,0,0,0,0,0,0,0.147251794612142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149733050710374,0,0,0.149733050710374,0,0,0,0,0,0,0,legit
0,0,0,0,0,0,0,0,0,0,0.429808486949936,0,0,0,0,0,0,0,0,0,0,0.249879621243094,0.521490770565756,0,0,0,0,0,0,0,0,0,0,0.28185629937737,0,0,0,0.291885603954867,0,0,0.293623405697039,0,0,0,0,0,0,0,0,0,0,0,0.306378088405131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368984822079764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legit
0,0.519471298400223,0,0,0,0,0,0.198155514244136,0,0,0,0,0,0,0,0,0,0,0,0.241393876356795,0,0,0,0,0,0,0,0,0,0.273440634382506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302521836714839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318452753571559,0,0,0,0,0,0,0,0.324894500525797,0,0,0,0,0,0,0,0,0.33162694909126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386495395130199,0,0,legit
0.00893735371356017,0.124982155481149,0,0.0103991997203438,0,0.0524833253023673,0,0.121021687169873,0.033479326616661,0,0,0,0,0.0120562664743798,0,0.0127986546712253,0.0511946186849014,0,0,0.482495320002487,0.0269451184674286,0,0.440391461154106,0,0,0,0,0.1651223771343,0.0301921894850788,0.0607277792807452,0.0151819448201863,0.0607277792807452,0,0,0,0.0316183525088074,0.508889182379038,0,0,0,0,0,0,0,0,0.145711242090416,0,0.0163873963375758,0,0.0497683989456673,0,0,0.0166923801648256,0,0,0.016796588562186,0,0,0,0,0.0169021244907337,0,0,0.0172270468555401,0.0172270468555401,0,0.0173382493084919,0,0,0.0174509647663526,0,0,0,0.0177986154262265,0,0.160187538836039,0.0355972308524531,0,0,0,0.0541162844048779,0,0,0,0,0.0182860770983059,0,0,0,0,0,0.110475359012238,0,0,0,0.0186714702305482,0.0188040243921127,0.056412073176338,0,0,0.0190756703137865,0,0,0,0.230578898226732,0,0,0,0.076859632742244,0,0,0.134504357298927,0,0,0,0.0193565263068435,0,0,0,0,0,0,0.058941716653419,0,0,0,0.0395930248858904,0,0.0197965124429452,0,0,0.0199485251181082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405223665872389,0,0.0204220516172536,0.102110258086268,0.0408441032345071,0.0204220516172536,0.0411722113168517,0.0205861056584258,0,0.0205861056584258,0,0,0,0,0.145274319021117,0,0.0207534741458739,0,0,0.020924293772033,0.020924293772033,0,0,0.020924293772033,0,0,0.0421974197275636,0.0210987098637818,0.0421974197275636,0.0843948394551272,0,0,0,0,0,0,0.0851075085013118,0,0,0.0425537542506559,0,0.0212768771253279,0,0,0,0,0,0,0,0,0,0,0,0.150212723239232,0,legit
0,0,0,0,0,0,0,0,0.194567489676749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517593292034896,0,0,0.131598043694668,0.397039288350576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145513433226453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153122419963569,0,0.310313761341847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162765867408039,0,0.162765867408039,0.163921389325659,0,0,0.165095701038918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168737745632119,0,0,0,0,0,0,0,0,0,0,0.342543981777305,0,0,0,0,0,0.173898410476945,0,0,0.173898410476945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178026309909738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182404533957559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legit
0.0395347878517189,0.255168097019118,0.620560657477187,0,0,0,0,0,0.0987315423654524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656620282832432,0,0,0.0667782569834089,0.402948112078339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733842535906856,0,0,0.0738394976530183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771951309030986,0,0,0.15642631916258,0,0,0,0.157465958600825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337528357120138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856244684515723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882432019337558,0,0,0,0,0,0,0,0,0,0,0,0.0889282064712493,0,0,0,0,0,0,0,0.0910635682533297,0,0,0,0,0,0,0,0,0,0.275411790952745,0,0,0,0,0,0,0,0,0,0.093331096110026,0,0,0,0,0,0,0,0,0,0,0,0.188238454078562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189849361814102,0,0,legit
0,0.128832144150042,0.201417208361055,0,0,0,0,0,0.149546080957318,0,0.078450395457903,0,0,0,0,0,0,0,0,0,0.0902692185361033,0,0,0,0,0,0,0,0,0,0.101722491696081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113248087680356,0,0,0,0,0,0,0,0.116170223393422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134697224875847,0,0,0.269394449751693,0,0,0,0.136832401952276,0,0,0,0,0,0,0,0,0,0,0,0.139053008456566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42767978325582,0,0,0,0,0.14255992775194,0,0,0,0,0,0,0,0.143779927626661,0,0.718899638133307,0,legit
0.0503850274361807,0.108399481973252,0.225963493721557,0,0,0,0,0.372146827829029,0.0629141035176121,0,0.0660082333049543,0,0,0,0.0707162440994601,0,0,0,0,0,0,0.153501969718797,0,0,0,0.0836828341908665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923852228007454,0.0929513422051725,0.0935244080332045,0,0,0,0,0,0,0,0,0.189384151654632,0,0.0952870428416914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105261867213852,0,0,0,0,0,0.107540576654743,0.107540576654743,0,0,0,0,0,0,0.108325540998145,0,0.108325540998145,0,0,0,0.109123924183478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112461363575912,0,0,0,0,0.112461363575912,0,0,0,0,0,0,0,0.453337464686501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1169993263945,0,0.3509979791835,0,0,0,0,0.117962335337248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479800205776504,0,0,0,0,0,0,0,0,0,0,0,legit
0,0.0658755891724085,0.274641133138189,0.142511453354359,0,0,0,0.226157829314437,0.382336110932638,0,0.0802278974039122,0,0,0,0,0,0,0,0,0.183670942474637,0,0,0,0,0,0.203420012922222,0,0,0,0,0.416109139021113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110935464260083,0,0,0,0.112975160409767,0.113671677558539,0,0,0,0,0,0,0,0,0,0,0.231628047419704,0,0,0,0,0,0,0.118802368163947,0,0,0,0,0,0,0,0,0,0.121956814961671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127937650510385,0,0.128845916853985,0,0,0,0.392121736272863,0,0,0,0,0,0,0,0,0,0.131661308813883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137749148042599,0,0,0,0,0,0,0,0,0,0,0,0.141056807984435,0,0,0,0,0,0,0,0,0.143374086278603,0,0,0,0,0,0,0.144569192219057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145790001322927,0,0,0,0,0,0,0,0.147037643533149,0,0,0,legit
0,0,0,0,0,0.101018892777429,0,0,0,0,0,0,0,0,0,0,0.307932547261239,0,0,0.58043605654909,0.0648293057284025,0,0.273437740205861,0,0.285709767534209,0,0,0.0722328109788998,0,0,0,0,0,0,0,0,0.229570333116695,0,0,0,0,0,0,0,0,0.311624655310258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162664416917498,0,0,0,0,0,0,0,0,0,0.0839732014139048,0,0,0,0.0856460796343432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904840591229322,0.0904840591229322,0,0.091132275264391,0,0,0,0,0,0,0,0,0.0924612121346368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945415666218081,0,0,0.095259863791001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974958375298326,0,0,0.09826992815018,0,0,0.198118696579573,0,0,0,0,0,0.0998647173851341,0,0,0,0,0.100686693193633,0.201373386387265,0,0,0,0,0,0,0,0,0.101525975021219,0,0,0,0,0,0,0,0,0,0,0,0.102383307297084,0.102383307297084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legit
